"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"3/21/2016","Vanguard Group Des","VANGUARD GROUP DES:RETIRE PLN ID:RB8WFW869638801 INDN:CORBIN PAGE CO...","53000.00","debit","Savings","Regular Checking","Outliers",""
"3/20/2016","Johns Hopkins Parking","JOHNS HOPKINS PARKING","5.00","debit","Parking","Sapphire","",""
"3/20/2016","Vamoose Bus","VAMOOSE BUS","45.00","debit","Public Transportation","Quicksilver","",""
"3/19/2016","Intuit TurboTax","INTUIT *TURBOTAX","157.85","debit","Taxes","Quicksilver","",""
"3/18/2016","Eurest Dining","EUREST DINING 11062718","16.79","debit","Food & Dining","Sapphire","",""
"3/18/2016","Eurest Dining","EUREST DINING 11062718","21.74","debit","Food & Dining","Sapphire","",""
"3/18/2016","ERS Enterprise","GLOVERS ENTERPRISES","5.14","debit","Alcohol & Bars","Sapphire","",""
"3/18/2016","CVS","CVS/PHARMACY #01831","10.99","debit","Pharmacy","Sapphire","",""
"3/18/2016","Abp Nih Crc","ABP AT NIH CRC11061397","7.92","debit","Fast Food","Sapphire","",""
"3/18/2016","Transfer to Regular Checking","CASHED OUT","700.00","debit","Income","Venmo","",""
"3/18/2016","Consolidated Edison","CON ED OF NY DES:INTELL CK ID:XXXXX3378000094 INDN:CORBIN PAGE CO...","69.91","debit","Utilities","Regular Checking","",""
"3/18/2016","Transfer to Venmo","NEW YORK TIMES DIGITAL","8.00","debit","Transfer","Quicksilver","",""
"3/18/2016","Eurest Dining","EUREST DINING 11062718","15.82","debit","Food & Dining","Quicksilver","",""
"3/18/2016","Vino","VINO VOLO BETHESDA","33.43","debit","Alcohol & Bars","Quicksilver","",""
"3/17/2016","Eurest Dining","EUREST DINING 11062205","23.84","debit","Food & Dining","Sapphire","",""
"3/17/2016","Chex Mix Not","Chex mix not included","10.00","credit","Income","Venmo","",""
"3/17/2016","For First Drink","for first drink","25.00","debit","Alcohol & Bars","Venmo","",""
"3/17/2016","Transfer from Venmo","VENMO-0 DES:CASHOUT ID:XXXXX5127 INDN:CORBIN PAGE CO ID:XXXXX81992 CCD","700.00","credit","Transfer","Regular Checking","",""
"3/16/2016","Transfer from Visa Signature","Sustenance","8.00","credit","Transfer","Venmo","",""
"3/15/2016","Front Page Dc","FRONT PAGE - DC","42.00","debit","Alcohol & Bars","Sapphire","",""
"3/14/2016","Duke Grocery","DUKE'S GROCERY","27.70","debit","Groceries","Sapphire","",""
"3/14/2016","Momo","MOMO","25.31","debit","Laundry","Sapphire","",""
"3/14/2016","Lauriol Plaza","LAURIOL PLAZA","29.48","debit","Restaurants","Sapphire","",""
"3/14/2016","Uber.com","UBER TECHNOLOGIES INC","20.59","debit","Rental Car & Taxi","Sapphire","",""
"3/12/2016","Almost A Vacation","Almost a vacation","300.00","credit","Hotel","Venmo","",""
"3/11/2016","Grandaisy Bakery","GRANDAISY BAKERY","8.50","debit","Restaurants","Quicksilver","",""
"3/11/2016","Market Blvd","MARKET ON THE BLVD","33.46","debit","Groceries","Quicksilver","",""
"3/11/2016","Mcg Dot Beth","MCG DOT BETH ST. PARKING","2.00","debit","Parking","Quicksilver","",""
"3/11/2016","Gotan Tribeca Llc","GOTAN TRIBECA LLC","17.42","debit","Restaurants","Sapphire","",""
"3/10/2016","Ally Bank Des","ALLY BANK DES:P2P ID:CORBIN T PAGE INDN:CORBIN T PAGE CO ID:XXXXX27921 WEB","10000.00","credit","Income","Regular Checking","",""
"3/10/2016","Seamlssthemill","SEAMLSSTHEMILL","41.57","debit","Restaurants","Quicksilver","",""
"3/10/2016","American Airlines","AMERICAN AIR0012323812232","158.00","debit","Air Travel","Sapphire","",""
"3/10/2016","Tripper Bus","TRIPPER BUS","27.50","debit","Travel","Sapphire","",""
"3/10/2016","Vive La Crepe","VIVE LA CREPE - NOLITA","10.62","debit","Restaurants","Sapphire","",""
"3/10/2016","Apple","APPLE STORE  #R032","32.01","debit","Electronics & Software","Sapphire","",""
"3/09/2016","Starbucks","STARBUCKS #15751 NEW YORK","3.54","debit","Coffee Shops","Sapphire","",""
"3/09/2016","Airbnb","AIRBNB INC","45.00","credit","Hotel","Sapphire","",""
"3/09/2016","PayPal","PAYPAL DES:TRANSFER ID:4RF229GC85XYA INDN:CORBIN PAGE CO ID:PAYPALSD22 WEB","100.00","debit","Mortgage & Rent","Regular Checking","",""
"3/09/2016","Requested Transfer T","Requested transfer to CORBIN T PAGE (BANK OF AMERICA N.A. Ch","10000.00","debit","Transfer","Money Market","",""
"3/08/2016","Maman","MAMAN","24.50","debit","Restaurants","Sapphire","",""
"3/08/2016","Meatball Shop","THE MEATBALL SHOP","16.33","debit","Restaurants","Sapphire","",""
"3/08/2016","Gotan Tribeca Llc","GOTAN TRIBECA LLC","17.42","debit","Restaurants","Sapphire","",""
"3/07/2016","Google Storage","GOOGLE *Google Storage","1.99","debit","Internet","Freedom","",""
"3/07/2016","Zucker","ZUCKER'S BAGELS","15.95","debit","Restaurants","Sapphire","",""
"3/07/2016","Remix","REMIX","58.00","debit","Pharmacy","Sapphire","",""
"3/07/2016","Benvenuto Tribeca Cafe","BENVENUTO TRIBECA CAFE","18.51","debit","Restaurants","Sapphire","",""
"3/07/2016","Tst Wicked Juice","TST* WICKED JUICE AND KIT","9.80","debit","Fast Food","Sapphire","",""
"3/07/2016","Bluestone","BLUESTONE LANE","4.00","debit","Home Improvement","Sapphire","",""
"3/07/2016","Royal","ROYAL","69.75","debit","Financial","Sapphire","",""
"3/07/2016","Best Buy","BEST BUY MHT  00015313","14.14","debit","Electronics & Software","Sapphire","",""
"3/07/2016","Santander Withdrwl 108 Hudson Street","SANTANDER 03/05 #000770548 WITHDRWL 108 Hudson St New York NY","603.50","debit","Entertainment","Regular Checking","",""
"3/06/2016","Smile Go","SMILE TO GO","20.90","debit","Food & Dining","Sapphire","",""
"3/06/2016","Amazon","Amazon.com","23.94","debit","Shopping","Sapphire","",""
"3/06/2016","Nyc Taxi C","NYC TAXI 2C25","9.35","debit","Rental Car & Taxi","Sapphire","",""
"3/06/2016","Ice","Ice","7.00","debit","Entertainment","Venmo","",""
"3/06/2016","Cash","Cash Credit","6.00","debit","Entertainment","Venmo","",""
"3/06/2016","Hudson Farms","HUDSON FARM","11.27","debit","Groceries","Quicksilver","",""
"3/06/2016","Flycleaners","FLYCLEANERS","51.00","debit","Laundry","Quicksilver","",""
"3/05/2016","Blind Tiger Pub","BLIND TIGER","51.00","debit","Alcohol & Bars","Quicksilver","",""
"3/05/2016","Even Steven Gimme","Even Steven? Gimme 150 pls","150.00","credit","Income","Venmo","",""
"3/05/2016","Reimburse For Lost","Reimburse for lost debit","400.00","credit","Income","Venmo","",""
"3/04/2016","Gotan Tribeca Llc","GOTAN TRIBECA LLC","17.42","debit","Restaurants","Quicksilver","",""
"3/04/2016","Dos Toros Taqueria","DOS TOROS TAQUERIA","9.75","debit","Restaurants","Quicksilver","",""
"3/03/2016","Soho Pharmacy","SOHO PHARMACY","45.00","debit","Pharmacy","Quicksilver","",""
"3/03/2016","Hudson Farms","HUDSON FARM","16.47","debit","Groceries","Quicksilver","",""
"3/03/2016","Seamlssbabaghanouge","SEAMLSSBABAGHANOUGE","23.60","debit","Restaurants","Quicksilver","",""
"3/03/2016","Transfer to Sapphire","CHASE DES:AUTOPAY ID:XXXXXXXXXX17362 INDN:PAGE CORBIN T CO ID:XXXXX39224 PPD","1253.87","debit","Credit Card Payment","Regular Checking","",""
"3/03/2016","Empire Bc Des","Empire BC DES:RA-1261022 ID:XXXXX0687526172 INDN:CORBIN PAGE CO...","222.04","debit","Health Insurance","Regular Checking","",""
"3/03/2016","Jpmorgan Chase Des","JPMorgan Chase DES:Ext Trnsfr ID:XXXXX64085 INDN:NAVIGATOR LABS, LLC...","17825.00","credit","Transfer","Regular Checking","",""
"3/02/2016","Transfer from Regular Checking","AUTOMATIC PAYMENT - THANK","1253.87","credit","Credit Card Payment","Sapphire","",""
"3/02/2016","Bread Market","BREAD MARKET","33.26","debit","Restaurants","Quicksilver","",""
"3/01/2016","Bread Market","BREAD MARKET","19.89","debit","Restaurants","Quicksilver","",""
"3/01/2016","Nyc Taxi","NYC-TAXI","12.96","debit","Rental Car & Taxi","Sapphire","",""
"3/01/2016","Capital One Des","CAPITAL ONE DES:CRCARDPMT ID:XXXXX0189014903...","1288.55","debit","Credit Card Payment","Regular Checking","",""
"3/01/2016","Seamlssbreakroom","SEAMLSSBREAKROOM","21.16","debit","Restaurants","Quicksilver","",""
"3/01/2016","PayPal","PAYPAL DES:TRANSFER ID:4RF229FLFLGNY INDN:CORBIN PAGE CO ID:PAYPALSD22 WEB","1825.00","debit","Mortgage & Rent","Regular Checking","",""
"2/29/2016","Global Kitchen","GLOBAL KITCHEN","23.90","debit","Restaurants","Quicksilver","",""
"2/29/2016","Chase Des Autopay","CHASE DES:AUTOPAY ID:XXXXXXXXXX67073 INDN:PAGE CORBIN T CO ID:XXXXX39224 PPD","11.98","debit","Financial","Regular Checking","",""
"2/28/2016","Spotify","Spotify USA","9.99","debit","Music","Freedom","",""
"2/28/2016","Grace's","SQ *GRACE'S ACRE","17.91","debit","Groceries","Sapphire","",""
"2/28/2016","BP","BP#9314964CONVENTION CEN","2.75","debit","Gas & Fuel","Sapphire","",""
"2/28/2016","American Airlines","AMERICAN AIR0012364669109","309.10","debit","Air Travel","Sapphire","",""
"2/28/2016","Airbnb","AIRBNB INC","386.00","debit","Hotel","Sapphire","",""
"2/28/2016","United","UNITED      0162482583480","201.60","debit","Air Travel","Sapphire","",""
"2/28/2016","Blue Pit","BLUE PIT","79.64","debit","Restaurants","Sapphire","",""
"2/28/2016","Market Blvd","MARKET ON THE BLVD","35.27","debit","Groceries","Quicksilver","",""
"2/28/2016","Transfer from Regular Checking","CAPITAL ONE AUTOPAY PYMT","1288.55","credit","Credit Card Payment","Quicksilver","",""
"2/26/2016","Automatic Thank","AUTOMATIC PAYMENT - THANK","11.98","credit","Credit Card Payment","Freedom","",""
"2/26/2016","Grace's","SQ *GRACE'S ACRE","17.16","debit","Groceries","Sapphire","",""
"2/26/2016","Bbq","Bbq","28.00","credit","Income","Venmo","",""
"2/26/2016","Waiting Too Long","Waiting too long on the brisket","23.00","credit","Income","Venmo","",""
"2/26/2016","Jpmorgan Chase Des","JPMorgan Chase DES:Ext Trnsfr ID:XXXXX96612 INDN:NAVIGATOR LABS, LLC...","28012.12","credit","Transfer","Regular Checking","",""
"2/26/2016","PayPal","PAYPAL DES:INST XFER ID:WRAPMARKET INDN:CORBIN PAGE CO ID:PAYPALSI77 WEB","18.00","debit","Shopping","Regular Checking","",""
"2/25/2016","Bread Market","BREAD MARKET","27.83","debit","Restaurants","Sapphire","",""
"2/25/2016","Vamoose Bus","VAMOOSE BUS","30.00","debit","Public Transportation","Sapphire","",""
"2/25/2016","Seamlssthemill","SEAMLSSTHEMILL","14.71","debit","Restaurants","Quicksilver","",""
"2/25/2016","Interest Paid","Interest Paid","100.57","credit","Interest Income","Money Market","",""
"2/24/2016","Bolt","BOLT BUS","17.50","debit","Bus","Sapphire","",""
"2/24/2016","Bread Market","BREAD MARKET","27.83","debit","Restaurants","Sapphire","",""
"2/23/2016","Bread Market","BREAD MARKET","27.83","debit","Restaurants","Sapphire","",""
"2/23/2016","Wfc Bagel Llc","WFC BAGEL VENTURES LLC","12.52","debit","Fast Food","Sapphire","",""
"2/22/2016","MTA","MTA MVM*N303-5 AV/53 ST","80.00","debit","Train/Subway","Quicksilver","",""
"2/22/2016","For Thai Food","for thai food","16.00","debit","Food & Dining","Venmo","",""
"2/22/2016","Transfer from Regular Checking","AUTOPAY PAYMENT - THANK YOU 320160530185833356","64.40","credit","Credit Card Payment","Starwood Preferred Guest","",""
"2/22/2016","Venmo","VENMO-2 DES:PAYMENT ID:XXXXX1132 INDN:CORBIN PAGE CO ID:XXXXX81992 CCD","300.00","debit","Transfer","Regular Checking","",""
"2/22/2016","Transfer to Starwood Preferred Guest","AMERICAN EXPRESS DES:AM PMT ID:A6258 INDN:CORBIN T CO ID:XXXXX33497 WEB","64.40","debit","Credit Card Payment","Regular Checking","",""
"2/22/2016","Venmo","VENMO-2 DES:PAYMENT ID:XXXXX4760 INDN:CORBIN PAGE CO ID:XXXXX81992 CCD","266.44","debit","Transfer","Regular Checking","",""
"2/22/2016","Sea Glass Carousel","SEA GLASS CAROUSEL","10.00","debit","Entertainment","Sapphire","",""
"2/22/2016","Royal","THE ROYAL PALMS","26.00","debit","Financial","Sapphire","",""
"2/22/2016","Peasant","PEASANT","70.97","debit","Restaurants","Sapphire","",""
"2/22/2016","Campeon","CAMPEON","18.12","debit","Restaurants","Sapphire","",""
"2/22/2016","Benvenuto Tribeca Cafe","BENVENUTO TRIBECA CAFE","23.03","debit","Restaurants","Sapphire","",""
"2/22/2016","Awesome Taxi Managment","AWESOME TAXI MANAGMENT","9.96","debit","Rental Car & Taxi","Sapphire","",""
"2/22/2016","Hudson Farms","HUDSON FARM","24.97","debit","Groceries","Sapphire","",""
"2/21/2016","Zucker","ZUCKER'S BAGELS","15.95","debit","Restaurants","Quicksilver","",""
"2/21/2016","iTunes","APL* ITUNES.COM/BILL","1.08","debit","Music","Sapphire","",""
"2/21/2016","Apt Stuff","Apt stuff","300.00","debit","Misc Expenses","Venmo","",""
"2/21/2016","For More Apt","for More apt stuff","10.00","debit","Entertainment","Venmo","",""
"2/20/2016","Gotan Tribeca Llc","GOTAN TRIBECA LLC","13.07","debit","Restaurants","Quicksilver","",""
"2/20/2016","Avenue Pub","FOURTH AVENUE PUB INC","18.24","debit","Alcohol & Bars","Quicksilver","",""
"2/20/2016","Cash","Cash Credit","7.00","credit","Income","Venmo","",""
"2/20/2016","Verizon","Verizon Nov-Jan","266.44","debit","Mobile Phone","Venmo","",""
"2/19/2016","Peasant","PEASANT","16.74","debit","Restaurants","Quicksilver","",""
"2/19/2016","Baked","SQ *BAKED TRIBECA","15.80","debit","Restaurants","Quicksilver","",""
"2/19/2016","Flycleaners","FLYCLEANERS","38.97","debit","Laundry","Quicksilver","",""
"2/18/2016","Beach","BEACH STREET EATERY","8.71","debit","Personal Care","Quicksilver","",""
"2/18/2016","Baba Ghanouge","SQ *BABA GHANOUGE","10.23","debit","Restaurants","Quicksilver","",""
"2/18/2016","Consolidated Edison","CON ED OF NY DES:INTELL CK ID:XXXXX3378000094 INDN:CORBIN PAGE CO...","72.18","debit","Utilities","Regular Checking","",""
"2/17/2016","Bread Market","BREAD MARKET","23.48","debit","Restaurants","Quicksilver","",""
"2/16/2016","Global Kitchen","GLOBAL KITCHEN","25.80","debit","Restaurants","Quicksilver","",""
"2/16/2016","Hudson Farms","HUDSON FARM","31.44","debit","Groceries","Quicksilver","",""
"2/15/2016","Zucker","ZUCKER'S BAGELS","13.07","debit","Restaurants","Quicksilver","",""
"2/15/2016","Seamlssbravokosherbur","SEAMLSSBRAVOKOSHERBUR","36.31","debit","Restaurants","Quicksilver","",""
"2/15/2016","Seamlssshanghaiasianc","SEAMLSSSHANGHAIASIANC","40.85","debit","Restaurants","Quicksilver","",""
"2/15/2016","Mighty Quinn's Pub","MIGHTY QUINN`S BARBEQUE","14.97","debit","Restaurants","Quicksilver","",""
"2/15/2016","Meatball Shop","THE MEATBALL SHOP","30.31","debit","Restaurants","Sapphire","",""
"2/14/2016","Uber.com","UBER TECHNOLOGIES INC","21.78","debit","Rental Car & Taxi","Sapphire","",""
"2/14/2016","Seamlssrevolutionsand","SEAMLSSREVOLUTIONSAND","18.78","debit","Restaurants","Quicksilver","",""
"2/14/2016","The Grafton Inn","THE GRAFTON","24.00","debit","Restaurants","Quicksilver","",""
"2/13/2016","Nyc Taxi H","NYC TAXI 6H97","9.96","debit","Rental Car & Taxi","Quicksilver","",""
"2/13/2016","Gotan Tribeca Llc","GOTAN TRIBECA LLC","15.24","debit","Restaurants","Quicksilver","",""
"2/12/2016","Spa Salon","BALTIMORE SPA AND SALON","125.00","debit","Gift","Quicksilver","",""
"2/12/2016","Zucker","ZUCKER'S BAGELS","10.34","debit","Restaurants","Quicksilver","",""
"2/11/2016","Gotan Tribeca Llc","GOTAN TRIBECA LLC","13.07","debit","Restaurants","Quicksilver","",""
"2/11/2016","Hudson Farms","HUDSON FARM","55.44","debit","Groceries","Quicksilver","",""
"2/11/2016","Global Kitchen","GLOBAL KITCHEN","27.65","debit","Restaurants","Sapphire","",""
"2/10/2016","PayPal","PAYPAL DES:INST XFER ID:BIRDDOGS INDN:CORBIN PAGE CO ID:PAYPALSI77 WEB","36.70","debit","Shopping","Regular Checking","",""
"2/10/2016","United","UNITED      0162480209295","362.20","debit","Air Travel","Sapphire","",""
"2/09/2016","Global Kitchen","GLOBAL KITCHEN","24.12","debit","Restaurants","Quicksilver","",""
"2/08/2016","Uber.com","UBER TECHNOLOGIES INC","6.42","debit","Rental Car & Taxi","Sapphire","",""
"2/08/2016","Uber.com","UBER TECHNOLOGIES INC","26.04","debit","Rental Car & Taxi","Sapphire","",""
"2/08/2016","Uber.com","UBER TECHNOLOGIES INC","11.04","debit","Rental Car & Taxi","Sapphire","",""
"2/08/2016","Nyc Taxi","NYC-TAXI","14.16","debit","Rental Car & Taxi","Quicksilver","",""
"2/07/2016","Starbucks","Starbucks Coffee","4.51","debit","Coffee Shops","Quicksilver","",""
"2/07/2016","Grace's","SQ *GRACE'S ACRE","27.17","debit","Groceries","Quicksilver","",""
"2/07/2016","Google Storage","GOOGLE *Google Storage","1.99","debit","Internet","Freedom","",""
"2/07/2016","Twist Fells Point","TWIST - FELLS POINT","35.68","debit","Restaurants","Sapphire","",""
"2/06/2016","Grace's","SQ *GRACE'S ACRE","3.62","debit","Groceries","Quicksilver","",""
"2/05/2016","Grace's","SQ *GRACE'S ACRE","19.57","debit","Groceries","Quicksilver","",""
"2/05/2016","Boltbus Internet","BOLTBUS - INTERNET","17.50","debit","Bus","Quicksilver","",""
"2/05/2016","Jpmorgan Chase Des","JPMorgan Chase DES:Ext Trnsfr ID:XXXXX68932 INDN:NAVIGATOR LABS, LLC...","2569.62","credit","Transfer","Regular Checking","",""
"2/04/2016","Uber.com","UBER TECHNOLOGIES INC","16.75","debit","Rental Car & Taxi","Sapphire","",""
"2/04/2016","Acre","The acre","10.00","credit","Income","Venmo","",""
"2/04/2016","Account Maintenance Fee","Monthly Maintenance Fee","14.00","debit","Bank Fee","Regular Checking","",""
"2/04/2016","Seamlssthemill","SEAMLSSTHEMILL","22.54","debit","Restaurants","Quicksilver","",""
"2/04/2016","Grace's","SQ *GRACE'S ACRE","26.83","debit","Groceries","Quicksilver","",""
"2/03/2016","Seamlsstresorelle","SEAMLSSTRESORELLE","21.85","debit","Restaurants","Quicksilver","",""
"2/03/2016","Brioche Doree","BRIOCHE DOREE 10614840","17.97","debit","Fast Food","Quicksilver","",""
"2/03/2016","Global Kitchen","GLOBAL KITCHEN","11.43","debit","Restaurants","Sapphire","",""
"2/03/2016","American Airlines","AMERICAN AIR0012363122131","214.10","debit","Air Travel","Sapphire","",""
"2/03/2016","Southwest Airlines","SOUTHWES    5262179221526","217.98","debit","Air Travel","Sapphire","",""
"2/03/2016","Empire Bc Des","Empire BC DES:RA-1261022 ID:XXXXX0677370097 INDN:CORBIN PAGE CO...","222.04","debit","Health Insurance","Regular Checking","",""
"2/03/2016","Chase Des Autopay","CHASE DES:AUTOPAY ID:XXXXXXXXXX16758 INDN:PAGE CORBIN T CO ID:XXXXX39224 PPD","2100.66","debit","Financial","Regular Checking","",""
"2/03/2016","Seamlsstresorelle","SEAMLSSTRESORELLE","21.85","debit","Restaurants","Quicksilver","",""
"2/02/2016","Boltbus Internet","BOLTBUS - INTERNET","17.50","debit","Bus","Quicksilver","",""
"2/02/2016","Transfer from Regular Checking","AUTOMATIC PAYMENT - THANK","2100.66","credit","Credit Card Payment","Sapphire","",""
"2/02/2016","Hi Life Bar & Grill","HI LIFE BAR & GRILL","41.12","debit","Restaurants","Sapphire","",""
"2/02/2016","Seamlssbenvenutotribe","SEAMLSSBENVENUTOTRIBE","21.83","debit","Restaurants","Quicksilver","",""
"2/01/2016","Little Beet","LITTLE BEET","13.07","debit","Restaurants","Quicksilver","",""
"2/01/2016","Soho Pharmacy","SOHO PHARMACY","105.99","debit","Pharmacy","Quicksilver","",""
"2/01/2016","Starbucks","STARBUCKS #08992 NEW YORK","2.99","debit","Coffee Shops","Quicksilver","",""
"2/01/2016","Zucker","ZUCKER'S BAGELS","13.23","debit","Restaurants","Sapphire","",""
"2/01/2016","Seamlsscafeamorespizz","SEAMLSSCAFEAMORESPIZZ","23.60","debit","Restaurants","Quicksilver","",""
"2/01/2016","PayPal","PAYPAL DES:INST XFER ID:PAY*RADPAD RENT INDN:CORBIN PAGE CO ID:PAYPALSI77 WEB","1706.75","debit","Mortgage & Rent","Regular Checking","",""
"1/31/2016","Morgan Market","MORGAN'S MARKET","28.10","debit","Groceries","Quicksilver","",""
"1/31/2016","da Mikele","DA MIKELE","115.90","debit","Restaurants","Sapphire","",""
"1/30/2016","Seamlssiconiccafe","SEAMLSSICONICCAFE","34.11","debit","Restaurants","Quicksilver","",""
"1/30/2016","Ud C Udf","\ud83c\udf89\ud83c\udf81\ud83d\ude37\ud83c\udf8a\ud83c\udf7b\ud83c\udf89","5.00","debit","Entertainment","Venmo","",""
"1/30/2016","Crimson","Crimson","175.00","debit","Entertainment","Venmo","",""
"1/29/2016","Capital One Des","CAPITAL ONE DES:CRCARDPMT ID:XXXXX0189013924...","958.07","debit","Credit Card Payment","Regular Checking","",""
"1/29/2016","Zjpc Muscle Factory","ZJPC MUSCLE FACTORY","300.00","debit","Gym","Quicksilver","",""
"1/28/2016","Gotan Tribeca Llc","GOTAN TRIBECA LLC","16.33","debit","Restaurants","Quicksilver","",""
"1/28/2016","Spotify","Spotify USA","9.99","debit","Music","Freedom","",""
"1/28/2016","Beers Bucks","Beers and bucks","8.00","credit","Income","Venmo","",""
"1/28/2016","Chase Des Autopay","CHASE DES:AUTOPAY ID:XXXXXXXXXX30349 INDN:PAGE CORBIN T CO ID:XXXXX39224 PPD","11.98","debit","Financial","Regular Checking","",""
"1/28/2016","Fulton Street Pub","FULTON STREET SOUP","8.66","debit","Restaurants","Quicksilver","",""
"1/28/2016","Transfer from Regular Checking","CAPITAL ONE AUTOPAY PYMT","958.07","credit","Credit Card Payment","Quicksilver","",""
"1/28/2016","Cerveceria","Cerveceria","36.72","debit","Restaurants","Venmo","",""
"1/27/2016","Nyc Taxi Y","NYC TAXI 8Y95","14.15","debit","Rental Car & Taxi","Quicksilver","",""
"1/27/2016","Naya Express","NAYA EXPRESS","11.75","debit","Restaurants","Quicksilver","",""
"1/27/2016","Transfer from Regular Checking","AUTOMATIC PAYMENT - THANK","11.98","credit","Credit Card Payment","Freedom","",""
"1/26/2016","Vgi Prime Mm","VGI-PRIME MM DES:INVESTMENT ID:XXXXX8094711932 INDN:CORBIN TATE...","1954.69","credit","Investments","Regular Checking","",""
"1/26/2016","Vgi Prime Mm","VGI-PRIME MM DES:INVESTMENT ID:XXXXX8094711932 INDN:CORBIN TATE...","2096.06","credit","Investments","Regular Checking","",""
"1/26/2016","Global Kitchen","GLOBAL KITCHEN","25.20","debit","Restaurants","Quicksilver","",""
"1/25/2016","Amazon","AmazonPrime Membership","107.79","debit","Shopping","Sapphire","",""
"1/25/2016","Transfer to Starwood Preferred Guest","AMERICAN EXPRESS DES:AM PMT ID:A1390 INDN:CORBIN T CO ID:XXXXX33497 WEB","59.79","debit","Credit Card Payment","Regular Checking","",""
"1/25/2016","Global Kitchen","GLOBAL KITCHEN","24.17","debit","Restaurants","Quicksilver","",""
"1/25/2016","Interest Paid","Interest Paid","65.87","credit","Interest Income","Money Market","",""
"1/24/2016","The Mill","SEAMLSS*THEMILL SEAMNEW YORK5KFF3VJ     8002561020 320160240706638125","50.00","debit","Fast Food","Starwood Preferred Guest","",""
"1/24/2016","Grk Fresh Greek","GRK FRESH GREEK","11.40","debit","Restaurants","Sapphire","",""
"1/24/2016","Gotan Tribeca Llc","GOTAN TRIBECA LLC","25.04","debit","Restaurants","Quicksilver","",""
"1/24/2016","Whole Foods","WHOLEFDS TRB 10245","27.90","debit","Groceries","Quicksilver","",""
"1/23/2016","Transfer from Regular Checking","AUTOPAY PAYMENT - THANK YOU 320160230705709035","59.79","credit","Credit Card Payment","Starwood Preferred Guest","",""
"1/22/2016","Gotan Tribeca Llc","GOTAN TRIBECA LLC","15.79","debit","Restaurants","Quicksilver","",""
"1/22/2016","App Wework Market","APP*WEWORK MARKET","5.71","debit","Groceries","Sapphire","",""
"1/20/2016","Audible.com","Audible US","35.88","debit","Books","Sapphire","",""
"1/20/2016","Global Kitchen","GLOBAL KITCHEN","24.17","debit","Restaurants","Quicksilver","",""
"1/19/2016","Global Kitchen","GLOBAL KITCHEN","21.99","debit","Restaurants","Quicksilver","",""
"1/19/2016","Flycleaners","FLYCLEANERS","33.99","debit","Laundry","Quicksilver","",""
"1/19/2016","Brioche Doree","BRIOCHE DOREE 10614840","15.48","debit","Fast Food","Quicksilver","",""
"1/19/2016","Consolidated Edison","CON ED OF NY DES:INTELL CK ID:XXXXX3378000094 INDN:CORBIN PAGE CO...","78.06","debit","Utilities","Regular Checking","",""
"1/18/2016","Aromes Restaurant","AROMES RESTAURANT","79.33","debit","Restaurants","Sapphire","",""
"1/18/2016","Nyc Taxi N","NYC TAXI 3N96","11.75","debit","Rental Car & Taxi","Quicksilver","",""
"1/18/2016","Cava Mezze","CAVA MEZZE BETHESDA","12.03","debit","Restaurants","Quicksilver","",""
"1/17/2016","Grace's","SQ *GRACE'S ACRE","13.16","debit","Groceries","Quicksilver","",""
"1/17/2016","Greek Island Grill","SAMOS GREEK ISLAND GRI","33.66","debit","Restaurants","Sapphire","",""
"1/16/2016","Grace's","SQ *GRACE'S ACRE","6.65","debit","Groceries","Quicksilver","",""
"1/16/2016","Home Depot","THE HOME DEPOT #2587","2.08","debit","Home Improvement","Quicksilver","",""
"1/16/2016","Ud C Udf","\ud83c\udf7a\ud83d\udc7b","7.00","credit","Income","Venmo","",""
"1/16/2016","Still Worth Tots","Still worth the tots","21.00","credit","Income","Venmo","",""
"1/16/2016","Ud C Udf","\ud83c\udf7a\ud83c\udf7b","7.00","credit","Income","Venmo","",""
"1/15/2016","Ale Marys","ALE MARYS","61.05","debit","Restaurants","Quicksilver","",""
"1/15/2016","Grace's","SQ *GRACE'S ACRE","24.58","debit","Groceries","Quicksilver","",""
"1/15/2016","Good","Good","8.00","credit","Income","Venmo","",""
"1/15/2016","Dinna","Dinna","14.00","credit","Income","Venmo","",""
"1/14/2016","Vamoose Bus","VAMOOSE BUS","20.00","debit","Public Transportation","Sapphire","",""
"1/14/2016","Grace's","SQ *GRACE'S ACRE","29.26","debit","Groceries","Quicksilver","",""
"1/14/2016","Canton Crossing","CANTON CROSSING WINE SPT","9.80","debit","Mortgage & Rent","Quicksilver","",""
"1/13/2016","Soho Pharmacy","SOHO PHARMACY","54.23","debit","Pharmacy","Quicksilver","",""
"1/13/2016","Global Kitchen","GLOBAL KITCHEN","18.18","debit","Restaurants","Sapphire","",""
"1/13/2016","Global Kitchen","GLOBAL KITCHEN","11.43","debit","Restaurants","Quicksilver","",""
"1/13/2016","Powerball","Powerball!","10.00","credit","Income","Venmo","",""
"1/12/2016","MTA","MTA MVM*N303-5 AV/53 ST","80.00","debit","Train/Subway","Quicksilver","",""
"1/12/2016","Boltbus Internet","BOLTBUS - INTERNET","17.50","debit","Bus","Sapphire","",""
"1/12/2016","Global Kitchen","GLOBAL KITCHEN","18.18","debit","Restaurants","Sapphire","",""
